Date,PyTorch,TensorFlow
26/03/19,28,106
27/03/19,24,122
28/03/19,14,96
29/03/19,31,133
30/03/19,20,26
31/03/19,3,19
01/04/19,25,93
02/04/19,28,125
03/04/19,35,118
04/04/19,25,107
05/04/19,41,98
06/04/19,9,48
07/04/19,10,20
08/04/19,19,87
09/04/19,26,102
10/04/19,21,114
11/04/19,24,108
12/04/19,11,104
13/04/19,10,26
14/04/19,2,25
15/04/19,9,79
16/04/19,16,95
17/04/19,23,79
18/04/19,33,100
19/04/19,53,89
20/04/19,6,29
21/04/19,9,9
22/04/19,19,76
23/04/19,39,89
24/04/19,23,94
25/04/19,25,110
26/04/19,40,101
27/04/19,8,31
28/04/19,2,13
29/04/19,16,80
30/04/19,28,121
01/05/19,15,80
02/05/19,9,106
03/05/19,12,106
04/05/19,2,36
05/05/19,2,11
06/05/19,30,81
07/05/19,23,119
08/05/19,38,93
09/05/19,34,116
10/05/19,26,124
11/05/19,9,63
12/05/19,0,15
13/05/19,18,112
14/05/19,13,101
15/05/19,30,96
16/05/19,26,105
17/05/19,36,119
18/05/19,8,26
19/05/19,1,11
20/05/19,28,103
21/05/19,28,103
22/05/19,26,83
23/05/19,28,123
24/05/19,36,102
25/05/19,4,44
26/05/19,9,10
27/05/19,9,19
28/05/19,26,53
29/05/19,47,142
30/05/19,31,111
31/05/19,36,95
01/06/19,20,35
02/06/19,5,17
03/06/19,26,86
04/06/19,37,103
05/06/19,31,123
06/06/19,47,105
07/06/19,35,118
08/06/19,20,36
09/06/19,9,8
10/06/19,34,93
11/06/19,24,114
12/06/19,25,113
13/06/19,31,117
14/06/19,31,100
15/06/19,5,28
16/06/19,4,5
17/06/19,16,86
18/06/19,29,111
19/06/19,20,120
20/06/19,24,113
21/06/19,25,113
22/06/19,12,30
23/06/19,2,18
24/06/19,29,113
25/06/19,25,107
26/06/19,25,84
27/06/19,27,90
28/06/19,9,113
29/06/19,5,31
30/06/19,5,10
01/07/19,19,90
02/07/19,39,130
03/07/19,15,132
04/07/19,7,62
05/07/19,16,32
06/07/19,8,4
07/07/19,1,7
08/07/19,17,89
09/07/19,24,152
10/07/19,32,129
11/07/19,20,115
12/07/19,17,142
13/07/19,7,21
14/07/19,1,4
15/07/19,19,105
16/07/19,29,107
17/07/19,21,103
18/07/19,20,110
19/07/19,29,105
20/07/19,12,44
21/07/19,4,15
22/07/19,30,100
23/07/19,39,95
24/07/19,35,108
25/07/19,40,129
26/07/19,34,101
27/07/19,8,23
28/07/19,1,11
29/07/19,33,101
30/07/19,28,123
31/07/19,31,133
01/08/19,19,132
02/08/19,25,163
03/08/19,5,42
04/08/19,4,15
05/08/19,23,89
06/08/19,19,89
07/08/19,23,111
08/08/19,16,143
09/08/19,64,118
10/08/19,7,33
11/08/19,2,13
12/08/19,27,121
13/08/19,38,117
14/08/19,42,107
15/08/19,45,113
16/08/19,27,118
17/08/19,5,37
18/08/19,2,11
19/08/19,23,104
20/08/19,27,112
21/08/19,20,99
22/08/19,26,156
23/08/19,34,107
24/08/19,6,18
25/08/19,3,7
26/08/19,36,81
27/08/19,18,96
28/08/19,61,87
29/08/19,54,104
30/08/19,51,97
31/08/19,5,33
01/09/19,3,14
02/09/19,5,21
03/09/19,21,106
04/09/19,39,99
05/09/19,25,123
06/09/19,33,104
07/09/19,10,31
08/09/19,3,12
09/09/19,15,94
10/09/19,40,98
11/09/19,48,114
12/09/19,28,93
13/09/19,40,109
14/09/19,8,40
15/09/19,10,18
16/09/19,24,92
17/09/19,37,107
18/09/19,29,101
19/09/19,49,120
20/09/19,39,113
21/09/19,21,31
22/09/19,4,9
23/09/19,24,80
24/09/19,66,92
25/09/19,58,105
26/09/19,56,104
27/09/19,56,92
28/09/19,21,21
29/09/19,2,12
30/09/19,25,90
01/10/19,35,108
02/10/19,24,108
03/10/19,31,110
04/10/19,45,103
05/10/19,12,38
06/10/19,1,4
07/10/19,11,113
08/10/19,41,136
09/10/19,34,107
10/10/19,27,123
11/10/19,23,103
12/10/19,25,29
13/10/19,6,13
14/10/19,31,86
15/10/19,45,129
16/10/19,39,128
17/10/19,37,124
18/10/19,24,115
19/10/19,5,37
20/10/19,3,20
21/10/19,9,82
22/10/19,38,77
23/10/19,32,101
24/10/19,30,120
25/10/19,36,101
26/10/19,4,27
27/10/19,5,8
28/10/19,33,93
29/10/19,37,108
30/10/19,40,87
31/10/19,42,78
01/11/19,33,77
02/11/19,9,15
03/11/19,0,8
04/11/19,35,44
05/11/19,41,88
06/11/19,47,109
07/11/19,43,120
08/11/19,44,80
09/11/19,14,26
10/11/19,9,9
11/11/19,38,77
12/11/19,40,136
13/11/19,45,87
14/11/19,29,92
15/11/19,30,136
16/11/19,34,20
17/11/19,6,12
18/11/19,31,88
19/11/19,48,109
20/11/19,73,114
21/11/19,31,102
22/11/19,46,92
23/11/19,17,25
24/11/19,1,10
25/11/19,23,83
26/11/19,26,77
27/11/19,19,121
28/11/19,8,32
29/11/19,0,9
30/11/19,0,15
01/12/19,0,6
02/12/19,9,77
03/12/19,51,83
04/12/19,35,104
05/12/19,35,139
06/12/19,39,124
07/12/19,11,40
08/12/19,1,24
09/12/19,19,72
10/12/19,29,99
11/12/19,32,103
12/12/19,30,108
13/12/19,21,128
14/12/19,9,38
15/12/19,5,16
16/12/19,11,91
17/12/19,12,95
18/12/19,33,120
19/12/19,27,123
20/12/19,22,103
21/12/19,5,49
22/12/19,1,21
23/12/19,6,95
24/12/19,4,44
25/12/19,0,11
26/12/19,8,32
27/12/19,10,43
28/12/19,1,21
29/12/19,3,19
30/12/19,4,46
31/12/19,5,27
01/01/20,0,10
02/01/20,11,61
03/01/20,21,81
04/01/20,12,21
05/01/20,5,10
06/01/20,11,94
07/01/20,22,86
08/01/20,32,93
09/01/20,23,89
10/01/20,17,107
11/01/20,3,39
12/01/20,1,12
13/01/20,15,80
14/01/20,24,88
15/01/20,26,92
16/01/20,21,119
17/01/20,22,104
18/01/20,14,42
19/01/20,1,16
20/01/20,2,43
21/01/20,19,89
22/01/20,24,119
23/01/20,22,98
24/01/20,19,95
25/01/20,11,37
26/01/20,5,19
27/01/20,16,69
28/01/20,26,97
29/01/20,39,113
30/01/20,24,113
31/01/20,20,99
01/02/20,12,45
02/02/20,4,18
03/02/20,20,88
04/02/20,29,107
05/02/20,21,132
06/02/20,11,93
07/02/20,16,114
08/02/20,3,40
09/02/20,1,24
10/02/20,14,102
11/02/20,19,104
12/02/20,35,124
13/02/20,32,130
14/02/20,32,130
15/02/20,8,42
16/02/20,3,16
17/02/20,8,30
18/02/20,23,98
19/02/20,27,142
20/02/20,32,144
21/02/20,32,126
22/02/20,10,50
23/02/20,2,21
24/02/20,18,97
25/02/20,44,120
26/02/20,24,111
27/02/20,44,90
28/02/20,35,103
29/02/20,14,48
01/03/20,4,29
02/03/20,31,84
03/03/20,49,70
04/03/20,43,98
05/03/20,21,118
06/03/20,38,94
07/03/20,10,33
08/03/20,1,22
09/03/20,27,101
10/03/20,35,87
11/03/20,28,103
12/03/20,37,87
13/03/20,34,98
14/03/20,18,30
15/03/20,10,22
16/03/20,24,84
17/03/20,38,83
18/03/20,41,89
19/03/20,40,98
20/03/20,44,103
21/03/20,20,20
22/03/20,9,17
23/03/20,27,89
24/03/20,53,98
25/03/20,42,78
26/03/20,43,78
27/03/20,58,91
28/03/20,24,29
29/03/20,9,23
30/03/20,29,98
31/03/20,34,79
01/04/20,50,78
02/04/20,34,96
03/04/20,40,103
04/04/20,17,33
05/04/20,3,21
06/04/20,23,82
07/04/20,31,95
08/04/20,43,82
09/04/20,43,86
10/04/20,43,82
11/04/20,17,29
12/04/20,5,20
13/04/20,21,96
14/04/20,44,101
15/04/20,33,116
16/04/20,41,102
17/04/20,32,102
18/04/20,17,24
19/04/20,8,15
20/04/20,31,96
21/04/20,45,110
22/04/20,43,104
23/04/20,35,83
24/04/20,31,85
25/04/20,34,57
26/04/20,10,18
27/04/20,32,81
28/04/20,21,94
29/04/20,56,108
30/04/20,40,102
01/05/20,35,91
02/05/20,6,33
03/05/20,4,30
04/05/20,35,83
05/05/20,63,81
06/05/20,60,95
07/05/20,51,77
08/05/20,56,77
09/05/20,17,30
10/05/20,3,17
11/05/20,27,79
12/05/20,47,93
13/05/20,49,88
14/05/20,59,91
15/05/20,42,97
16/05/20,10,21
17/05/20,1,3
18/05/20,34,56
19/05/20,43,70
20/05/20,36,89
21/05/20,37,67
22/05/20,13,52
23/05/20,0,12
24/05/20,1,6
25/05/20,3,19
26/05/20,29,77
27/05/20,43,108
28/05/20,40,92
29/05/20,0,0
